"","Station","Stratum","Stratum2","Year","Date","DateTime","Taxon","Genus","Species","AlgalType","Count","OrganismsPerMl"
"9885","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Navicula sp.","Navicula","sp.","Pennate Diatom",1,170.36
"9886","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Nitzschia acicularis","Nitzschia","acicularis","Pennate Diatom",1,170.36
"9887","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Nitzschia dissipata","Nitzschia","dissipata","Pennate Diatom",5,851.8
"9888","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Nitzschia filiformis","Nitzschia","filiformis","Pennate Diatom",1,170.36
"9889","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Nitzschia cf. reversa","Nitzschia","reversa","Pennate Diatom",6,1022.16
"9890","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Nitzschia sociabilis","Nitzschia","sociabilis","Pennate Diatom",1,170.36
"9891","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"cf. Planothidium sp.","Planothidium","sp.","Pennate Diatom",1,170.36
"9892","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"cf. Psammothidium sp.","Psammothidium","sp.","Pennate Diatom",1,170.36
"9893","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Skeletonema sp.","Skeletonema","sp.","Centric Diatom",6,1022.16
"9894","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Chlorella sp.","Chlorella","sp.","Green Alga",17,2896.12
"9895","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Coelastrum microporum","Coelastrum","microporum","Green Alga",5,851.8
"9896","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Desmodesmus abundans","Desmodesmus","abundans","Green Alga",1,170.36
"9897","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Dictyosphaerium sp.","Dictyosphaerium","sp.","Green Alga",2,340.72
"9898","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Lagerheimia genevensis","Lagerheimia","genevensis","Green Alga",1,170.36
"9899","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Selenastrum gracile","Selenastrum","gracile","Green Alga",1,170.36
"9900","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Tetraedron minimum","Tetraedron","minimum","Green Alga",1,170.36
"9901","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",3,511.08
"9902","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Cuspidothrix sp.","Cuspidothrix","sp.","Cyanobacterium",2,340.72
"9903","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",244,41567.84
"9904","C10A",NA,NA,2020,2020-07-08,2020-07-08 10:00:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",4,681.44
"9905","D12","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 06:25:00,"Nitzschia filiformis","Nitzschia","filiformis","Pennate Diatom",1,176.91
"9906","D12","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 06:25:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",2,353.82
"9907","D12","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 06:25:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",21,3715.11
"9908","D12","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 06:25:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",381,67402.71
"9909","D16","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 07:50:00,"cf. Microcostatus sp.","Microcostatus","sp.","Pennate Diatom",1,176.91
"9910","D16","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 07:50:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",1,176.91
"9911","D16","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 07:50:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",12,2122.92
"9912","D16","Lower San Joaquin","Lower SJ",2020,2020-07-09,2020-07-09 07:50:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",399,70587.09
"9913","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",3,242.1
"9914","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",2,161.4
"9915","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Nitzschia columbiana","Nitzschia","columbiana","Pennate Diatom",1,80.7
"9916","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Nitzschia desertorum","Nitzschia","desertorum","Pennate Diatom",1,80.7
"9917","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Chlorella sp.","Chlorella","sp.","Green Alga",2,161.4
"9918","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"cf. Selenastrum sp.","Selenastrum","sp.","Green Alga",2,161.4
"9919","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",7,564.9
"9920","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",43,3470.1
"9921","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",354,28567.8
"9922","D19","Franks Tract","Franks",2020,2020-07-09,2020-07-09 08:55:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",5,403.5
"9923","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",4,287.48
"9924","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Cocconeis sp.","Cocconeis","sp.","Pennate Diatom",1,71.87
"9925","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Gomphonema sp.","Gomphonema","sp.","Pennate Diatom",2,143.74
"9926","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Nitzschia desertorum","Nitzschia","desertorum","Pennate Diatom",1,71.87
"9927","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"cf. Nitzschia sp.","Nitzschia","sp.","Pennate Diatom",1,71.87
"9928","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Tryblionella sp.","Tryblionella","sp.","Pennate Diatom",1,71.87
"9929","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Chlorella sp.","Chlorella","sp.","Green Alga",1,71.87
"9930","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",7,503.09
"9931","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",15,1078.05
"9932","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",366,26304.42
"9933","D28A","Old and Middle river","OMR",2020,2020-07-09,2020-07-09 09:35:00,"cf. Eucapsis sp.","Eucapsis","sp.","Cyanobacterium",3,215.61
"9934","D26","Lower San Joaquin","Lower SJ",2020,2020-07-13,2020-07-13 09:25:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",4,278.76
"9935","D26","Lower San Joaquin","Lower SJ",2020,2020-07-13,2020-07-13 09:25:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",58,4042.02
"9936","D26","Lower San Joaquin","Lower SJ",2020,2020-07-13,2020-07-13 09:25:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",375,26133.75
"9937","D26","Lower San Joaquin","Lower SJ",2020,2020-07-13,2020-07-13 09:25:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",5,348.45
"9938","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",2,176.92
"9939","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Thalassiosira bramaputrae","Thalassiosira","bramaputrae","Centric Diatom",1,88.46
"9940","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,265.38
"9941","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Monoraphidium minutum","Monoraphidium","minutum","Green Alga",8,707.68
"9942","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",3,265.38
"9943","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",6,530.76
"9944","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",375,33172.5
"9945","MD10A","Eastern Delta","East Delta",2020,2020-07-13,2020-07-13 10:40:00,"Phormidium sp.","Phormidium","sp.","Cyanobacterium",2,176.92
"9946","P8","Southern Delta","South Delta",2020,2020-07-13,2020-07-13 12:10:00,"Coelastrum microporum","Coelastrum","microporum","Green Alga",1,170.36
"9947","P8","Southern Delta","South Delta",2020,2020-07-13,2020-07-13 12:10:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",1,170.36
"9948","P8","Southern Delta","South Delta",2020,2020-07-13,2020-07-13 12:10:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",106,18058.16
"9949","P8","Southern Delta","South Delta",2020,2020-07-13,2020-07-13 12:10:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",307,52300.52
"9950","P8","Southern Delta","South Delta",2020,2020-07-13,2020-07-13 12:10:00,"cf. Eucapsis sp.","Eucapsis","sp.","Cyanobacterium",1,170.36
"9951","P8","Southern Delta","South Delta",2020,2020-07-13,2020-07-13 12:10:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",4,681.44
"9952","D4","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 11:15:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",11,1331.44
"9953","D4","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 11:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",404,48900.16
"9954","D22","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:05:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",4,613.28
"9955","D22","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:05:00,"Nitzschia exilis","Nitzschia","exilis","Pennate Diatom",1,153.32
"9956","D22","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:05:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",4,613.28
"9957","D22","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:05:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",401,61481.32
"9958","NZ068","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:45:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",1,36.51
"9959","NZ068","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:45:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",6,219.06
"9960","NZ068","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:45:00,"cf. Microcostatus sp.","Microcostatus","sp.","Pennate Diatom",1,36.51
"9961","NZ068","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:45:00,"Nitzschia sp.","Nitzschia","sp.","Pennate Diatom",1,36.51
"9962","NZ068","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:45:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",11,401.61
"9963","NZ068","Lower Sacramento","Lower Sac",2020,2020-07-14,2020-07-14 13:45:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",387,14129.37
"9964","D8",NA,NA,2020,2020-07-15,2020-07-15 10:55:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",22,1556.72
"9965","D8",NA,NA,2020,2020-07-15,2020-07-15 10:55:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",382,27030.32
"9966","D8",NA,NA,2020,2020-07-15,2020-07-15 10:55:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",1,70.76
"9967","D10",NA,NA,2020,2020-07-15,2020-07-15 11:40:00,"Nitzschia exilis","Nitzschia","exilis","Pennate Diatom",1,105.74
"9968","D10",NA,NA,2020,2020-07-15,2020-07-15 11:40:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",8,845.92
"9969","D10",NA,NA,2020,2020-07-15,2020-07-15 11:40:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",400,42296
"9970","D6",NA,NA,2020,2020-07-16,2020-07-16 11:20:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",407,78001.55
"9971","D7",NA,NA,2020,2020-07-16,2020-07-16 12:25:00,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica","Cryptophyte",1,143.74
"9972","D7",NA,NA,2020,2020-07-16,2020-07-16 12:25:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",411,59077.14
"9973","D7",NA,NA,2020,2020-07-16,2020-07-16 12:25:00,"cf. Eucapsis sp.","Eucapsis","sp.","Cyanobacterium",3,431.22
"9974","NZS42",NA,NA,2020,2020-07-16,2020-07-16 13:30:00,"Cylindrotheca closterium","Cylindrotheca","closterium","Pennate Diatom",1,183.99
"9975","NZS42",NA,NA,2020,2020-07-16,2020-07-16 13:30:00,"Cylindrospermum sp.","Cylindrospermum","sp.","Cyanobacterium",1,183.99
"9976","NZS42",NA,NA,2020,2020-07-16,2020-07-16 13:30:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",405,74515.95
"9977","NZ032",NA,NA,2020,2020-07-16,2020-07-16 14:20:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",404,211166.76
"9978","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",8,164.24
"9979","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"Epithemia sp.","Epithemia","sp.","Pennate Diatom",1,20.53
"9980","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"cf. Gomphoneis sp.","Gomphoneis","sp.","Pennate Diatom",1,20.53
"9981","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"Nitzschia acicularis","Nitzschia","acicularis","Pennate Diatom",1,20.53
"9982","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica","Cryptophyte",3,61.59
"9983","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",1,20.53
"9984","D41A",NA,NA,2020,2020-07-20,2020-07-20 12:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",390,8006.7
"9985","D41",NA,NA,2020,2020-07-20,2020-07-20 13:25:00,"cf. Actinocyclus sp.","Actinocyclus","sp.","Centric Diatom",1,23
"9986","D41",NA,NA,2020,2020-07-20,2020-07-20 13:25:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",3,69
"9987","D41",NA,NA,2020,2020-07-20,2020-07-20 13:25:00,"Chlorella sp.","Chlorella","sp.","Green Alga",1,23
"9988","D41",NA,NA,2020,2020-07-20,2020-07-20 13:25:00,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica","Cryptophyte",1,23
"9989","D41",NA,NA,2020,2020-07-20,2020-07-20 13:25:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",2,46
"9990","D41",NA,NA,2020,2020-07-20,2020-07-20 13:25:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",392,9016
"9991","NZ325",NA,NA,2020,2020-07-20,2020-07-20 14:10:00,"Cyclotella atomus","Cyclotella","atomus","Centric Diatom",1,16.43
"9992","NZ325",NA,NA,2020,2020-07-20,2020-07-20 14:10:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",4,65.72
"9993","NZ325",NA,NA,2020,2020-07-20,2020-07-20 14:10:00,"cf. Rhizosolenia sp.","Rhizosolenia","sp.","Centric Diatom",1,16.43
"9994","NZ325",NA,NA,2020,2020-07-20,2020-07-20 14:10:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",398,6539.14
"9995","NZ002",NA,NA,2020,2020-07-20,2020-07-20 14:25:00,"cf. Actinocyclus sp.","Actinocyclus","sp.","Centric Diatom",1,20.44
"9996","NZ002",NA,NA,2020,2020-07-20,2020-07-20 14:25:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",1,20.44
"9997","NZ002",NA,NA,2020,2020-07-20,2020-07-20 14:25:00,"Navicula cf. erifuga","Navicula","erifuga","Pennate Diatom",1,20.44
"9998","NZ002",NA,NA,2020,2020-07-20,2020-07-20 14:25:00,"Navicula oppugnata","Navicula","oppugnata","Pennate Diatom",1,20.44
"9999","NZ002",NA,NA,2020,2020-07-20,2020-07-20 14:25:00,"Planothidium reichardtii","Planothidium","reichardtii","Pennate Diatom",1,20.44
"10000","NZ002",NA,NA,2020,2020-07-20,2020-07-20 14:25:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",400,8176
"10001","NZ004",NA,NA,2020,2020-07-20,2020-07-20 14:45:00,"Diploneis bombus","Diploneis","bombus","Pennate Diatom",1,44.23
"10002","NZ004",NA,NA,2020,2020-07-20,2020-07-20 14:45:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",1,44.23
"10003","NZ004",NA,NA,2020,2020-07-20,2020-07-20 14:45:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",402,17780.46
"10004","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Aulacoseira cf. herzogii","Aulacoseira","herzogii","Centric Diatom",10,383.3
"10005","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",2,76.66
"10006","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",4,153.32
"10007","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Encyonema sp.","Encyonema","sp.","Pennate Diatom",1,38.33
"10008","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Melosira varians","Melosira","varians","Centric Diatom",1,38.33
"10009","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Navicula cf. antonii","Navicula","antonii","Pennate Diatom",3,114.99
"10010","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Nitzschia liebetruthii","Nitzschia","liebetruthii","Pennate Diatom",1,38.33
"10011","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Ulnaria sp.","Ulnaria","sp.","Pennate Diatom",6,229.98
"10012","C3A","Upper Sacramento","Upper Sac",2020,2020-08-06,2020-08-06 06:30:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",375,14373.75
"10013","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Aulacoseira granulata","Aulacoseira","granulata","Centric Diatom",34,4009.96
"10014","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",3,353.82
"10015","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Cyclotella atomus","Cyclotella","atomus","Centric Diatom",4,471.76
"10016","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Nitzschia columbiana","Nitzschia","columbiana","Pennate Diatom",1,117.94
"10017","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Planothidium reichardtii","Planothidium","reichardtii","Pennate Diatom",1,117.94
"10018","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Chlorella sp.","Chlorella","sp.","Green Alga",1,117.94
"10019","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",1,117.94
"10020","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",55,6486.7
"10021","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Dolichospermum sp.","Dolichospermum","sp.","Cyanobacterium",1,117.94
"10022","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",311,36679.34
"10023","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"cf. Komvophoron sp.","Komvophoron","sp.","Cyanobacterium",1,117.94
"10024","C9","Southern Delta","South Delta",2020,2020-08-06,2020-08-06 08:15:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",2,235.88
"10025","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Cyclotella meneghiniana","Cyclotella","meneghiniana","Centric Diatom",24,2943.84
"10026","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",41,5029.06
"10027","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Melosira varians","Melosira","varians","Centric Diatom",2,245.32
"10028","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Navicula caroliniae","Navicula","caroliniae","Pennate Diatom",2,245.32
"10029","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Navicula erifuga","Navicula","erifuga","Pennate Diatom",1,122.66
"10030","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Nitzschia acicularis","Nitzschia","acicularis","Pennate Diatom",1,122.66
"10031","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Nitzschia columbiana","Nitzschia","columbiana","Pennate Diatom",1,122.66
"10032","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Nitzschia reversa","Nitzschia","reversa","Pennate Diatom",2,245.32
"10033","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Planothidium sheathii","Planothidium","conspicuum","Pennate Diatom",1,122.66
"10034","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Chlorella sp.","Chlorella","sp.","Green Alga",5,613.3
"10035","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Chlorococcum minutum","Chlorococcum","minutum","Green Alga",3,367.98
"10036","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Coelastrum microporum","Coelastrum","microporum","Green Alga",2,245.32
"10037","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Desmodesmus armatus","Desmodesmus","armatus","Green Alga",2,245.32
"10038","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Desmodesmus subspicatus","Desmodesmus","subspicatus","Green Alga",1,122.66
"10039","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"cf. Dictyochloris sp.","Dictyochloris","sp.","Green Alga",1,122.66
"10040","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Dictyosphaerium sp.","Dictyosphaerium","sp.","Green Alga",2,245.32
"10041","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Monoraphidium arcuatum","Monoraphidium","arcuatum","Green Alga",1,122.66
"10042","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Monoraphidium contortum","Monoraphidium","contortum","Green Alga",1,122.66
"10043","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Monoraphidium griffithii","Monoraphidium","griffithii","Green Alga",1,122.66
"10044","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Monoraphidium minutum","Monoraphidium","minutum","Green Alga",4,490.64
"10045","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Monoraphidium tortile","Monoraphidium","tortile","Green Alga",2,245.32
"10046","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Aphanocapsa sp.","Aphanocapsa","sp.","Cyanobacterium",1,122.66
"10047","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",15,1839.9
"10048","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Cuspidothrix sp.","Cuspidothrix","sp.","Cyanobacterium",1,122.66
"10049","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",310,38024.6
"10050","C10A",NA,NA,2020,2020-08-06,2020-08-06 09:30:00,"Phormidium sp.","Phormidium","sp.","Cyanobacterium",1,122.66
"10051","D12","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 08:25:00,"Cyclotella atomus","Cyclotella","atomus","Centric Diatom",2,408.86
"10052","D12","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 08:25:00,"Aphanizomenon sp.","Aphanizomenon","sp.","Cyanobacterium",2,408.86
"10053","D12","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 08:25:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",58,11856.94
"10054","D12","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 08:25:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",380,77683.4
"10055","D12","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 08:25:00,"Pseudanabaena sp.","Pseudanabaena","sp.","Cyanobacterium",1,204.43
"10056","D16","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 10:15:00,"Aulacoseira granulata","Aulacoseira","granulata","Centric Diatom",45,5174.55
"10057","D16","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 10:15:00,"Cyclotella atomus","Cyclotella","atomus","Centric Diatom",1,114.99
"10058","D16","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 10:15:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",6,689.94
"10059","D16","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 10:15:00,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica","Cryptophyte",1,114.99
"10060","D16","Lower San Joaquin","Lower SJ",2020,2020-08-10,2020-08-10 10:15:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",95,10924.05
